阿代尔	adaier
晶体滤波器	jingtilvboqi
晶体生长	jingtishengzhang
精细结构	jingxijiegou
径向分布函数	jingxiangfenbuhanshu
径向速度	jingxiangsudu
晶形	jingxing
静压	jingya
晶闸管	jingzhaguan
静止	jingzhi
静止状态	jingzhizhuangtai
晶种	jingzhong
晶轴	jingzhou
酒精温度表	jiujingwendubiao
菊池线	juchixian
聚集	juji
聚焦	jujiao
距离	juli
居里点	julidian
矩形波导	juxingbodao
矩阵	juzhen
巨正则系综	juzhengzexizong
决定论	juedinglun
绝对黑体	jueduiheiti
绝对加速度	jueduijiasudu
绝对静电计	jueduijingdianji
绝对空间	jueduikongjian
绝对零度	jueduilingdu
绝对熵	jueduishang
绝对速度	jueduisudu
绝对温度	jueduiwendu
绝对误差	jueduiwucha
绝对运动	jueduiyundong
绝热过程	juereguocheng
绝热指数	juerezhishu
绝缘导体	jueyuandaoti
绝缘介质	jueyuanjiezhi
绝缘体	jueyuanti
均方根误差	junfanggenwucha
均匀分布	junyunfenbu
均匀介质	junyunjiezhi
卡诺循环	kanuoxunhuan
开关电路	kaiguandianlu
开关时间	kaiguanshijian
开环控制系统	kaihuankongzhixitong
开路	kailu
开区间	kaiqujian
抗磁	kangci
抗磁性	kangcixing
抗扭强度	kangniuqiangdu
康普顿散射	kangpudunsanshe
康普顿效应	kangpudunxiaoying
抗屈强度	kangquqiangdu
抗弯强度	kangwanqiangdu
可变光阑	kebianguanglan
可达性	kedaxing
克尔盒	keerhe
克尔效应	keerxiaoying
可见光线	kejianguangxian
克卡	keka
克拉珀龙方程	kelapolongfangcheng
克劳修斯	kelaoxiusi
可逆磁导率	kenicidaolv
可逆反应	kenifanying
可逆过程	keniguocheng
可逆性原理	kenixingyuanli
空盒气压表	kongheqiyabiao
空化	konghua
空间垃圾	kongjianlaji
空间频率	kongjianpinlv
空间天文学	kongjiantianwenxue
空间形式	kongjianxingshi
孔径	kongjing
孔径光阑	kongjingguanglan
孔径光栏	kongjingguanglan
空气动力	kongqidongli
空气压力	kongqiyali
空气阻力	kongqizuli
空位团	kongweituan
空穴	kongxue
空穴理论	kongxuelilun
空穴系数	kongxuexishu
控制	kongzhi
控制板	kongzhiban
控制论	kongzhilun
控制系统	kongzhixitong
控制信号	kongzhixinhao
库仑	kulun
夸克	kuake
快慢轴	kuaimanzhou
馈电线	kuidianxian
扩散	kuosan
扩散泵	kuosanbeng
扩散电流	kuosandianliu
扩散电位	kuosandianwei
扩散系数	kuosanxishu
扩展位错	kuozhanweicuo
拉格朗日乘子	lagelangrichengzi
兰金循环	lanjinxunhuan
劳厄法	laoefa
类比	leibi
雷达	leida
累积误差	leijiwucha
雷诺数	leinuoshu
类星射电源	leixingshedianyuan
楞次定律	lengcidinglv
冷阱	lengjing
冷聚变	lengjubian
冷却剂	lengqueji
冷却曲线	lengquequxian
力臂	libi
力场	lichang
励磁	lici
力的分解	lidefenjie
力的平衡	lidepingheng
力的三角形	lidesanjiaoxing
粒度	lidu
力多边形	liduobianxing
离解	lijie
力矩	liju
理论物理	lilunwuli
理论物理学	lilunwulixue
厘米克秒单位	limikemiaodanwei
李纳	lina
力偶	liou
力偶矩	liouju
力平行四边形	lipingxingsibianxing
李群	liqun
离散	lisan
力三角形	lisanjiaoxing
立体角	litijiao
立体效应	litixiaoying
立体异构体	litiyigouti
力系	lixi
理想气体	lixiangqiti
理想溶液	lixiangrongye
理想约束	lixiangyueshu
离心力	lixinli
离心率	lixinlv
离心效应	lixinxiaoying
力学	lixue
历元	liyuan
离子	lizi
粒子	lizi
离子导电	lizidaodian
离子轰击	lizihongji
粒子计数器	lizijishuqi
离子聚合	lizijuhe
粒子碰撞	lizipengzhuang
离子迁移率	liziqianyilv
离子束	lizishu
离子源	liziyuan
离子注入	lizizhuru
链式反应	lianshifanying
连通图	liantongtu
怜性	lianxing
连续辐射	lianxufushe
连续光谱	lianxuguangpu
连续介质	lianxujiezhi
连续谱	lianxupu
连续性方程	lianxuxingfangcheng
量程	liangcheng
良导体	liangdaoti
亮度	liangdu
量纲分析	lianggangfenxi
量计	liangji
量热	liangre
量热学	liangrexue
量子	liangzi
量子场论	liangzichanglun
量子点	liangzidian
量子化	liangzihua
量子力学	liangzilixue
量子数	liangzishu
量子统计	liangzitongji
量子噪声	liangzizaosheng
裂变	liebian
裂变反应堆	liebianfanyingdui
临界	linjie
临界半径	linjiebanjing
临界波长	linjiebochang
临界参数	linjiecanshu
临界点	linjiedian
临界负载	linjiefuzai
临界角	linjiejiao
临界频率	linjiepinlv
临界体积	linjietiji
临界温度	linjiewendu
临界值	linjiezhi
临界指数	linjiezhishu
临界阻尼	linjiezuni
零点	lingdian
铃动力学	lingdonglixue
铃静力学	lingjinglixue
铃力学	linglixue
灵敏电流计	lingmindianliuji
灵敏度	lingmindu
零位蝶	lingweidie
零线	lingxian
菱形天线	lingxingtianxian
龄学	lingxue
硫化橡胶	liuhuaxiangjiao
流量计	liuliangji
流体	liuti
流体动力学	liutidonglixue
流体力学	liutilixue
流体压强计	liutiyaqiangji
流线	liuxian
流形	liuxing
漏磁通	loucitong
漏电	loudian
漏抗	loukang
路程	lucheng
露点	ludian
卢瑟福	lusefu
轮轴	lunzhou
逻辑电路	luojidianlu
逻辑门	luojimen
逻辑运算	luojiyunsuan
螺距	luoju
洛希极限	luoxijixian
螺线管	luoxianguan
螺旋	luoxuan
螺旋面	luoxuanmian
螺旋弹簧	luoxuantanhuang
螺旋轴	luoxuanzhou
滤波电路	lvbodianlu
滤波器	lvboqi
滤光片	lvguangpian
滤声器	lvshengqi
律音	lvyin
滤质器	lvzhiqi
马赫数	maheshu
马休	maxiu
脉冲	maichong
脉冲波形	maichongboxing
脉冲电流	maichongdianliu
脉冲放大器	maichongfangdaqi
脉冲计数器	maichongjishuqi
脉冲宽度	maichongkuandu
麦克斯韦	maikesiwei
麦克斯韦方程	maikesiweifangcheng
麦克斯韦关系	maikesiweiguanxi
麦克斯韦妖	maikesiweiyao
迈斯纳效应	maisinaxiaoying
慢波结构	manbojiegou
漫反射	manfanshe
毛细管	maoxiguan
毛细管粘度计	maoxiguannianduji
毛细现象	maoxixianxiang
门电路	mendianlu
蒙特卡洛	mengtekaluo
蒙特卡罗法	mengtekaluofa
米波	mibo
密度	midu
密度估计	miduguji
密立根	miligen
密切平面	miqiepingmian
弥散圆	misanyuan
面电荷密度	miandianhemidu
面心立方晶体	mianxinlifangjingti
敏感度	mingandu
敏感元件	minganyuanjian
明视距离	mingshijuli
摩擦	moca
摩擦发光	mocafaguang
摩擦角	mocajiao
摩擦力	mocali
摩擦起电	mocaqidian
摩擦损失	mocasunshi
摩擦系数	mocaxishu
摩擦学	mocaxue
摩擦锥	mocazhui
摩擦阻力	mocazuli
摩尔	moer
模量	moliang
模拟	moni
模拟计算机	monijisuanji
模拟开关	monikaiguan
模拟器	moniqi
模拟数字转换	monishuzizhuanhuan
模耦合	moouhe
模数	moshu
末速	mosu
磨损	mosun
磨损试验	mosunshiyan
模型	moxing
母函数	muhanshu
模件	mujian
目镜	mujing
钠灯	nadeng
纳维	nawei
奈耳温度	naierwendu
耐蚀性	naishixing
脑磁图	naocitu
内插	neicha
内电阻	neidianzu
内反射	neifanshe
内聚力	neijuli
内聚性	neijuxing
内力	neili
内能	neineng
内壳层	neiqiaoceng
内旋转	neixuanzhuan
内压	neiya
内转换电子	neizhuanhuandianzi
内阻	neizu
内阻抗	neizukang
能带	nengdai
能谷	nenggu
能级	nengji
能量	nengliang
能量耗散	nenglianghaosan
能量密度	nengliangmidu
能量守恒	nengliangshouheng
能量守恒定律	nengliangshouhengdinglv
能谱	nengpu
能源	nengyuan
逆否命题	nifoumingti
逆渗透	nishentou
逆时针方向	nishizhenfangxiang
逆压电效应	niyadianxiaoying
逆元	niyuan
粘度计	nianduji
粘弹性	niantanxing
黏滞系数	nianzhixishu
凝固	ninggu
凝固点	ninggudian
凝结	ningjie
凝聚	ningju
扭秤	niucheng
牛顿	niudun
牛顿环	niudunhuan
牛顿流体	niudunliuti
牛顿圈	niudunquan
扭矩	niuju
扭力	niuli
牛米	niumi
扭转	niuzhuan
扭转角	niuzhuanjiao
扭转晶界	niuzhuanjingjie
扭转振动	niuzhuanzhendong
浓差电池	nongchadianchi
努塞特数	nusaiteshu
暖洞	nuandong
耦合	ouhe
耦合度	ouhedu
耦合系数	ouhexishu
偶极	ouji
偶极矩	oujiju
偶极子	oujizi
欧拉角	oulajiao
欧姆定律	oumudinglv
偶然误差	ouranwucha
帕斯卡	pasika
拍频	paipin
拍频振荡器	paipinzhendangqi
旁路	panglu
抛光	paoguang
泡核沸腾	paohefeiteng
抛物面反射器	paowumianfansheqi
抛物面天线	paowumiantianxian
抛物曲线	paowuquxian
配分函数	peifenhanshu
配位体	peiweiti
喷水泵	penshuibeng
彭加勒	pengjiale
膨胀计	pengzhangji
膨胀率	pengzhanglv
碰撞	pengzhuang
皮拉尼真空规	pilanizhenkonggui
疲劳极限	pilaojixian
疲劳强度	pilaoqiangdu
疲劳试验	pilaoshiyan
皮托管	pituoguan
偏差	piancha
偏磁	pianci
偏光显微镜	pianguangxianweijing
偏微分方程	pianweifenfangcheng
偏振	pianzhen
偏振光	pianzhenguang
偏置	pianzhi
偏转	pianzhuan
偏转板	pianzhuanban
偏转器	pianzhuanqi
偏转线圈	pianzhuanxianquan
漂移室	piaoyishi
漂移速度	piaoyisudu
频率	pinlv
频率计	pinlvji
频率特性	pinlvtexing
频率稳定度	pinlvwendingdu
频谱	pinpu
频闪仪	pinshanyi
频域	pinyu
品质因数	pinzhiyinshu
屏蔽	pingbi
平衡	pingheng
平衡条件	pinghengtiaojian
平衡图	pinghengtu
平衡位置	pinghengweizhi
平衡状态	pinghengzhuangtai
平均功率	pingjungonglv
平均偏差	pingjunpiancha
平均寿命	pingjunshouming
平均速度	pingjunsudu
平均误差	pingjunwucha
平均自由程	pingjunziyoucheng
平面波	pingmianbo
平面光栅	pingmianguangshan
平面晶体管	pingmianjingtiguan
平行导线	pingxingdaoxian
平行光	pingxingguang
平行力系	pingxinglixi
平移	pingyi
破裂系数	poliexishu
坡印廷矢量	poyintingshiliang
普朗克	pulangke
普朗特数	pulangteshu
普适	pushi
普通物理	putongwuli
谱线	puxian
谱线宽度	puxiankuandu
谱线位移	puxianweiyi
漆包线	qibaoxian
奇点	qidian|jidian
汽化	qihua
汽化热	qihuare
气密密封	qimimifeng
气溶胶	qirongjiao
气态	qitai
气体放电	qitifangdian
气体激光器	qitijiguangqi
气体扩散	qitikuosan
气压	qiya
汽压	qiya
气压计	qiyaji
奇异值分解	qiyizhifenjie
前级真空	qianjizhenkong
潜热	qianre
浅施主	qianshizhu
千瓦	qianwa
迁移率	qianyilv
前置放大器	qianzhifangdaqi
强磁场	qiangcichang
强电解质	qiangdianjiezhi
强度	qiangdu
强相互酌	qiangxianghuzhuo
强制对流	qiangzhiduiliu
强子	qiangzi
切变模量	qiebianmoliang
切线	qiexian
切线角	qiexianjiao
切向应力	qiexiangyingli
亲和势	qinheshi
倾斜晶界	qingxiejingjie
氢原子	qingyuanzi
求和器	qiuheqi
球面波	qiumianbo
球轴承	qiuzhoucheng
驱动力	qudongli
屈服点	qufudian
趋肤深度	qufushendu
趋肤效应	qufuxiaoying
屈服应力	qufuyingli
屈光度	quguangdu
去激活	qujihuo
曲率	qulv
曲率半径	qulvbanjing
曲面镜	qumianjing
曲线	quxian
曲线拟合	quxiannihe
曲线运动	quxianyundong
全反射	quanfanshe
权函数	quanhanshu
全身照射	quanshenzhaoshe
全息术	quanxishu
全息图	quanxitu
全域	quanyu
权重	quanzhong
群速	qunsu
染料激光器	ranliaojiguangqi
燃料组件	ranliaozujian
燃烧热	ranshaore
绕射	raoshe
热处理	rechuli
热传导	rechuandao
热传递	rechuandi
热导率	redaolv
热电离	redianli
热电偶	redianou
热电现象	redianxianxiang
热电子	redianzi
热对流	reduiliu
热发射	refashe
热分布	refenbu
热分析	refenxi
热辐射	refushe
热管	reguan
热寂	reji
热加工	rejiagong
热交换	rejiaohuan
热解吸	rejiexi
热扩散	rekuosan
热力学	relixue
热力学概率	relixuegailv
热力学过程	relixueguocheng
热力学函数	relixuehanshu
热力学平衡	relixuepingheng
热力学温标	relixuewenbiao
热力学温度	relixuewendu
热力学效率	relixuexiaolv
热量	reliang
热量计	reliangji
热流	reliu
热敏电阻	remindianzu
热敏电阻器	remindianzuqi
热疲劳	repilao
热平衡	repingheng
热容	rerong
热容量	rerongliang
热塑性材料	resuxingcailiao
热通量	retongliang
热透镜	retoujing
热效应	rexiaoying
热学	rexue
热循环	rexunhuan
热源	reyuan
热运动	reyundong
热噪声	rezaosheng
热质说	rezhishuo
韧化	renhua
人体模型	rentimoxing
人为误差	renweiwucha
刃形支承	renxingzhicheng
任意子	renyizi
人造重力	renzaozhongli
韧致辐射	renzhifushe
日心说	rixinshuo
熔点	rongdian
熔断器保险丝	rongduanqibaoxiansi
熔化	ronghua
熔化热	ronghuare
溶解	rongjie
溶解热	rongjiere
容抗	rongkang
容量	rongliang
溶媒	rongmei
熔融石英	rongrongshiying
容许剂量	rongxujiliang
容许误差	rongxuwucha
溶液	rongye
乳光	ruguang
儒略年	ruluenian
入射点	rushedian
入射光	rusheguang
入射光瞳	rusheguangtong
入射光线	rusheguangxian
入射角	rushejiao
入射面	rushemian
入射平面	rushepingmian
软磁	ruanci
软磁材料	ruancicailiao
软磁盘	ruancipan
瑞利	ruili
瑞利分布	ruilifenbu
瑞利散射	ruilisanshe
润滑剂	runhuaji
塞贝克	saibeike
三极管	sanjiguan
散焦	sanjiao
三角形连接	sanjiaoxinglianjie
散粒噪声	sanlizaosheng
散热器	sanreqi
散射	sanshe
散射光	sansheguang
散射角	sanshejiao
散射矩阵	sanshejuzhen
散射系数	sanshexishu
三相	sanxiang
三相点	sanxiangdian
三元共晶	sanyuangongjing
扫描频率	saomiaopinlv
扫描器	saomiaoqi
色差	secha
色度计	seduji
色度图	sedutu
色度学	seduxue
色散	sesan
色指数	sezhishu
森特	sente
栅极	shanji
闪频	shanpin
闪烁	shanshuo
闪耀光栅	shanyaoguangshan
熵产生	shangchansheng
熵流	shangliu
上升时间	shangshengshijian
上下浮动	shangxiafudong
上限	shangxian
烧结	shaojie
射电天文台	shediantianwentai
射频	shepin
射频放大器	shepinfangdaqi
摄谱仪	shepuyi
舍入误差	sheruwucha
摄氏温标	sheshiwenbiao
射束	sheshu
射线光谱仪	shexianguangpuyi
射线谱	shexianpu
射线强度	shexianqiangdu
射线摄谱仪	shexianshepuyi
射线形貌学	shexianxingmaoxue
射线衍射分析	shexianyanshefenxi
射线衍射仪	shexianyansheyi
射线照相法	shexianzhaoxiangfa
伸长度	shenchangdu
深度尺	shenduchi
甚高频	shengaopin
渗析	shenxi
渗压计	shenyaji
声波	shengbo
生成函数	shengchenghanshu
剩磁	shengci
声导	shengdao
声导率	shengdaolv
声调	shengdiao
声负载	shengfuzai
声共振	shenggongzhen
声光效应	shengguangxiaoying
升华	shenghua
升华热	shenghuare
声迹	shengji
声级	shengji
升力	shengli
声呐	shengna
声纳	shengna
声强	shengqiang
声强度	shengqiangdu
声速	shengsu
生物磁学	shengwucixue
生物物理	shengwuwuli
生物物理学	shengwuwulixue
声学	shengxue
声学仪器	shengxueyiqi
声压	shengya
剩余磁通	shengyucitong
剩余强度	shengyuqiangdu
声子	shengzi
声阻	shengzu
声阻抗	shengzukang
示波器	shiboqi
视差	shicha
视场	shichang
视场角	shichangjiao
湿度	shidu
湿度计	shiduji
势函数	shihanshu
时间常数	shijianchangshu
视见函数	shijianhanshu
时间序列	shijianxulie
实焦点	shijiaodian
世界线	shijiexian
十进制	shijinzhi
势阱	shijing
视觉	shijue
时空奇点	shikongqidian
时空图	shikongtu
势垒	shilei
矢量	shiliang
矢量场	shiliangchang
施密特触发器	shimitechufaqi
施密特数	shimiteshu
势能	shineng
视频放大器	shipinfangdaqi
实物	shiwu
视线	shixian
失效时间	shixiaoshijian
实验误差	shiyanwucha
失真	shizhen
失重	shizhong
时钟脉冲	shizhongmaichong
施主杂质	shizhuzazhi
十字丝	shizisi
十字准线	shizizhunxian
示踪法	shizongfa
受激发射	shoujifashe
受激拉曼散射	shoujilamansanshe
受激吸收	shoujixishou
受迫振动	shoupozhendong
输出电流	shuchudianliu
输出电压	shuchudianya
输出功率	shuchugonglv
输出特性	shuchutexing
输出阻抗	shuchuzukang
输电线	shudianxian
束缚电子	shufudianzi
束缚能	shufuneng
数据处理	shujuchuli
数据传输	shujuchuanshu
数据库	shujuku
数据中继卫星	shujuzhongjiweixing
数模转换	shumozhuanhuan
输入	shuru
输入电流	shurudianliu
输入电压	shurudianya
输入电阻	shurudianzu
输入功率	shurugonglv
输入模块	shurumokuai
输入输出通道	shurushuchutongdao
输入特性	shurutexing
疏失误差	shushiwucha
属性	shuxing
数学规划	shuxueguihua
数学模型	shuxuemoxing
数值孔径	shuzhikongjing
数字电路	shuzidianlu
数字多用表	shuziduoyongbiao
衰变	shuaibian
衰减	shuaijian
衰减长度	shuaijianchangdu
衰减常数	shuaijianchangshu
衰减器	shuaijianqi
双摆	shuangbai
双滑轮	shuanghualun
双极晶体管	shuangjijingtiguan
双金属	shuangjinshu
双目显微镜	shuangmuxianweijing
双曲率	shuangqulv
双圈图	shuangquantu
双折射	shuangzheshe
水合热	shuihere
水环泵	shuihuanbeng
水平拉力	shuipinglali
水头损失	shuitousunshi
水银气压表	shuiyinqiyabiao
水准器	shuizhunqi
顺磁性	shuncixing
瞬时电流	shunshidianliu
瞬时功率	shunshigonglv
瞬时螺旋轴	shunshiluoxuanzhou
瞬态	shuntai
瞬态响应	shuntaixiangying
瞬心	shunxin
四波混频	sibohunpin
四端网络	siduanwangluo
死时间	sishijian
斯坦顿数	sitandunshu
斯托克斯定律	situokesidinglv
斯托克斯方程	situokesifangcheng
四元数	siyuanshu
速调管	sudiaoguan
速度	sudu
速度场	suduchang
速度谱	sudupu
速度势	sudushi
素端	suduan
速率	sulv
塑性	suxing
塑性变形	suxingbianxing
塑性势	suxingshi
塑性形变	suxingxingbian
算符	suanfu
隧穿	suichuan
隧道二极管	suidaoerjiguan
隧道效应	suidaoxiaoying
随动控制	suidongkongzhi
随机数	suijishu
随机误差	suijiwucha
随机运动	suijiyundong
随机振动	suijizhendong
损耗角	sunhaojiao
锁定放大器	suodingfangdaqi
锁模	suomo
缩微胶片	suoweijiaopian
锁相	suoxiang
锁相环路	suoxianghuanlu
态密度	taimidu
钛氧化物	taiyanghuawu
太阳能电池	taiyangnengdianchi
探测	tance
探测器	tanceqi
探察线圈	tanchaxianquan
钽电解电容器	tandianjiedianrongqi
弹簧秤	tanhuangcheng
弹力	tanli
弹性	tanxing
弹性常数	tanxingchangshu
弹性力学	tanxinglixue
弹性模量	tanxingmoliang
弹性碰撞	tanxingpengzhuang
弹性柔量	tanxingrouliang
弹性散射	tanxingsanshe
弹性势能	tanxingshineng
弹性体	tanxingti
弹性系数	tanxingxishu
弹性限度	tanxingxiandu
弹性形变	tanxingxingbian
套件	taojian
逃逸速度	taoyisudu
特斯拉	tesila
特斯拉计	tesilaji
特性	texing
特征时间	tezhengshijian
体积	tiji
体积力	tijili
体积膨胀	tijipengzhang
体视	tishi
体视镜	tishijing
替位式	tiweishi
填充系数	tianchongxishu
天空实验室	tiankongshiyanshi
天体物理	tiantiwuli
天体物理学	tiantiwulixue
天线增益	tianxianzengyi
天线阵	tianxianzhen
调幅	tiaofu
调和级数	tiaohejishu
调焦	tiaojiao
调节	tiaojie|diaojie
调频	tiaopin
调谐	tiaoxie
调谐电路	tiaoxiedianlu
调压变压器	tiaoyabianyaqi
调制	tiaozhi
铁磁共振	tiecigongzhen
铁磁共振线宽	tiecigongzhenxiankuan
铁磁性	tiecixing
铁电半导体	tiedianbandaoti
铁电晶体	tiedianjingti
铁氧体	tieyangti
铁支架	tiezhijia
听觉掩蔽	tingjueyanbi
铜比	tongbi
同步卫星	tongbuweixing
同构	tonggou
统计法	tongjifa
统计模型	tongjimoxing
统计权重	tongjiquanzhong
统计误差	tongjiwucha
通量密度	tongliangmidu
同位素	tongweisu
桶形畸变	tongxingjibian
通用结构	tongyongjiegou
同质异能素	tongzhiyinengsu
同质异能跃迁	tongzhiyinengyueqian
同轴电缆	tongzhoudianlan
同轴线	tongzhouxian
透度计	touduji
透射光	tousheguang
透射光栅	tousheguangshan
透射率	toushelv
投射器	tousheqi
投影	touying
图解法	tujiefa
凸性	tuxing
湍流	tuanliu
退磁曲线	tuiciquxian
托卡马克	tuokamake
拓扑学	tuopuxue
瓦时计	washiji
瓦特	wate
瓦特计	wateji
外加场	waijiachang
外力	waili
外延	waiyan
弯曲刚度	wanqugangdu
弯曲应变	wanquyingbian
弯曲应力	wanquyingli
弯曲振动	wanquzhendong
弯液面	wanyemian
万有引力常量	wanyouyinlichangliang
万有引力定律	wanyouyinlidinglv
望远镜	wangyuanjing
网状聚合物	wangzhuangjuhewu
微安	weian
微巴	weiba
韦伯	weibo
微波激射器	weibojisheqi
微波区	weiboqu
韦伯数	weiboshu
微程序	weichengxu
位错网	weicuowang
微电子学	weidianzixue
威顿	weidun
微分磁导率	weifencidaolv
微分电路	weifendianlu
微分方程	weifenfangcheng
微观粒子	weiguanlizi
维里	weili
微粒子	weilizi
位能	weineng
微扰理论	weiraolilun
微通道板	weitongdaoban
卫星峰	weixingfeng
微型计算机	weixingjisuanji
位移	weiyi
位移电流	weiyidianliu
唯一分解	weiyifenjie
微正则系综	weizhengzexizong
位置色差	weizhisecha
温标	wenbiao
温差电效应	wenchadianxiaoying
稳定平衡	wendingpingheng
稳定性	wendingxing
稳定性判据	wendingxingpanju
温度	wendu
温度传感器	wenduchuanganqi
温度第器	wendudiqi
温度辐射	wendufushe
温度计	wenduji
温度系数	wenduxishu
稳流电源	wenliudianyuan
温室效应	wenshixiaoying
稳压电源	wenyadianyuan
涡流	woliu
涡流损耗	woliusunhao
涡线	woxian
涡旋	woxuan
涡漩	woxuan
误差传递	wuchachuandi
误差方程	wuchafangcheng
无定形的	wudingxingde
无辐射跃迁	wufusheyueqian
无功电流	wugongdianliu
无功功率	wugonggonglv
物镜	wujing
物距	wuju
物空间	wukongjian
物理	wuli
物理光学	wuliguangxue
物理化学	wulihuaxue
物理量	wuliliang
物理模型	wulimoxing
物理天平	wulitianping
物理学	wulixue
无穷远处	wuqiongyuanchu
无线电波	wuxiandianbo
无线电噪声	wuxiandianzaosheng
无序	wuxu
无液气压计	wuyeqiyaji
无源网络	wuyuanwangluo
物质	wuzhi
无阻尼振荡	wuzunizhendang
细胞自动机	xibaozidongji
希尔伯特空间	xierbotekongjian
稀溶液	xirongye
吸声率	xishenglv
吸声体	xishengti
吸收光谱	xishouguangpu
吸收剂量	xishoujiliang
吸收率	xishoulv
吸收因子	xishouyinzi
系数	xishu
细调	xitiao
系统抽样	xitongchouyang
系统误差	xitongwucha
析因实验	xiyinshiyan
系综	xizong
下降时间	xiajiangshijian
下限	xiaxian
下溢	xiayi
线电压	xiandianya
线圈	xianquan
线速度	xiansudu
衔铁	xiantie
纤维结构	xianweijiegou
显微镜	xianweijing
显微投影仪	xianweitouyingyi
显微像	xianweixiang
纤芯直径	xianxinzhijing
线性规划	xianxingguihua
线性判别函数	xianxingpanbiehanshu
线性膨胀系数	xianxingpengzhangxishu
相变	xiangbian
象差	xiangcha
像差	xiangcha
相电压	xiangdianya
响度级	xiangduji
相对磁导率	xiangduicidaolv
相对电容率	xiangduidianronglv
相对孔径	xiangduikongjing
相对论	xiangduilun
相对速度	xiangduisudu
相对误差	xiangduiwucha
相对运动	xiangduiyundong
相干长度	xiangganchangdu
相干的	xianggande
相干度	xianggandu
相干条件	xianggantiaojian
相干性	xiangganxing
相关系数	xiangguanxishu
相互转化	xianghuzhuanhua
相互酌	xianghuzhuo
相角	xiangjiao
橡胶态	xiangjiaotai
橡胶弹性	xiangjiaotanxing
相界	xiangjie
像距	xiangju
像空间	xiangkongjian
相空间	xiangkongjian
向量	xiangliang
相律	xianglv
橡皮条	xiangpitiao
相平衡	xiangpingheng
象散	xiangsan
像散	xiangsan
相似法	xiangsifa
相速	xiangsu
相图	xiangtu
相位	xiangwei
相位差	xiangweicha
相位常数	xiangweichangshu
相位平衡	xiangweipingheng
向心加速度	xiangxinjiasudu
向心力	xiangxinli
相移	xiangyi
响应函数	xiangyinghanshu
响应时间	xiangyingshijian
向右滑动	xiangyouhuadong
效率	xiaolv
消色差的	xiaosechade
消旋体	xiaoxuanti
效应	xiaoying
谐波	xiebo
泄漏试验	xieloushiyan
斜率	xielv
斜入射	xierushe
协同学	xietongxue
谐音	xieyin
谐振腔	xiezhenqiang
谐振箱	xiezhenxiang
斜轴	xiezhou
信道编码	xindaobianma
信息处理	xinxichuli
信息光学	xinxiguangxue
信源	xinyuan
信噪比	xinzaobi
形变	xingbian
行波	hangbo|xingbo
行星系	xingxingxi
形状因子	xingzhuangyinzi
型阻	xingzu
虚功原理	xugongyuanli
虚焦点	xujiaodian
序结构	xujiegou
虚粒子	xulizi
虚位移	xuweiyi
虚象	xuxiang
虚像	xuxiang
旋磁比	xuancibi
旋磁效应	xuancixiaoying
旋光	xuanguang
旋光异构体	xuanguangyigouti
旋节线	xuanjiexian
旋进	xuanjin
旋量	xuanliang
旋转	xuanzhuan
旋转泵	xuanzhuanbeng
旋转磁场	xuanzhuancichang
旋转轴	xuanzhuanzhou
雪崩二极管	xuebengerjiguan
雪崩击穿	xuebengjichuan
削波器	xueboqi
薛定谔方程	xuedingefangcheng
循环	xunhuan
寻星镜	xunxingjing
压磁效应	yacixiaoying
压电体	yadianti
压电效应	yadianxiaoying
氩激光器	yajiguangqi
亚晶界	yajingjie
压力	yali
压敏电阻器	yamindianzuqi
压强	yaqiang
压水堆	yashuidui
压缩	yasuo
压缩率	yasuolv
压缩形变	yasuoxingbian
压缩因子	yasuoyinzi
亚铁磁性	yatiecixing
亚稳平衡	yawenpingheng
亚稳态	yawentai
亚稳相	yawenxiang
延迟	yanchi
延迟时间	yanchishijian
延迟线	yanchixian
验电器	yandianqi
眼镜	yanjing
衍射	yanshe
衍射角	yanshejiao
衍射现象	yanshexianxiang
衍射象	yanshexiang
延伸率	yanshenlv
阳极	yangji
扬声器	yangshengqi
杨氏模量	yangshimoliang
遥测	yaoce
耀星	yaoxing
液化	yehua
液晶显示器	yejingxianshiqi
曳力	yeli
液态氢	yetaiqing
液体	yeti
液体密度计	yetimiduji
逸出功	yichugong
逸度	yidu
异或门	yihuomen
一级相变	yijixiangbian
译码	yima
译码器	yimaqi
移频	yipin
仪器	yiqi
以太	yitai
伊藤过程	yitengguocheng
移相器	yixiangqi
医用物理学	yiyongwulixue
一元运算	yiyuanyunsuan
异质结	yizhijie
异质结构	yizhijiegou
音调	yindiao
因果律	yinguolv
阴极	yinji
阴极磷光	yinjilinguang
阴极射线	yinjishexian
阴极射线管	yinjishexianguan
音阶	yinjie
引力	yinli
引力场	yinlichang
音频	yinpin
音频放大器	yinpinfangdaqi
银心	yinxin
阴影部分	yinyingbufen
阴影效应	yinyingxiaoying
因子	yinzi
应变	yingbian
硬磁	yingci
硬磁材料	yingcicailiao
荧光	yingguang
荧光屏	yingguangping
荧光效应	yingguangxiaoying
迎角	yingjiao
应力	yingli
应力集中	yinglijizhong
应力张量	yinglizhangliang
硬挺度	yingtingdu
应用光学	yingyongguangxue
应用物理	yingyongwuli
应用物理学	yingyongwulixue
永磁体	yongciti
永磁铁	yongcitie
永动机	yongdongji
游标	youbiao
游标卡尺	youbiaokachi
有功功率	yougonggonglv
有机半导体	youjibandaoti
有极分子	youjifenzi
油扩散泵	youkuosanbeng
右手定则	youshoudingze
右手螺旋定则	youshouluoxuandingze
有限元法	youxianyuanfa
